Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-2090.652	-2245.108	154.456	0.0983676	0.00557738	0.0263945	0.00712841	0.014071	0.0223828	0.0455365	0.00164096	0.00170008	0.0286941	0.0160895	0.0312726	0.00772878	0.0103727	0.0082385	0.0309131	0.0268391	0.00492539	0.0014667	0.0174966	0.0569222	0.0143994	0.00258475	0.00240267	0.000917958	0.00299678	0.00190054	0.000523645	0.00182069	0.000159602	0.000461916	0.000190779	0.000797206	0.00480351	0.00615239	0.00864497	0.00699513	0.00245217	0.00129342	0.00747013	0.00763216	0.00569389	0.00505562	0.00889326	0.00646691	0.00363188	0.0419251	0.000422792	0.00393265	0.00168598	0.0378029	0.000794436	0.00629523	0.0151662	0.0267927	0.0181892	0.00380115	0.00034818	0.0025247	0.00362462	0.00351336	0.010822	0.00812811	0.0164093	0.00204605	0.0286568	0.015633	0.00379568	0.011444	0.00166868	0.00367448	0.0118669	0.00834452	0.0046095	0.00644982	0.00172005	0.0221346	0.036633	0.00535803	0.0140009	0.0149849	0.0013046	0.00993797	8.74831e-05	0.00191461	0.00130848	0.00254531	0.00314726	0.00141233	0.00160945	0.00315768	0.3755	1.6245	0.0711404	0.275533	0.668875	1.49505	3.62932	14.0567	1.911143	4.326231	0.0993889	0.00563529	0.0266685	0.00720241	0.0142171	0.0226152	0.0460093	0.00165799	0.00171773	0.028992	0.0162566	0.0315973	0.00780902	0.0104803	0.00832403	0.0312341	0.0271178	0.00497652	0.00148193	0.0176782	0.0575132	0.0145489	0.00261158	0.00242762	0.000927489	0.0030279	0.00192027	0.000529082	0.00183959	0.000161259	0.000466711	0.00019276	0.000805483	0.00485338	0.00621626	0.00873472	0.00706776	0.00247763	0.00130685	0.00754768	0.00771139	0.005753	0.0051081	0.00898559	0.00653405	0.00366959	0.0423604	0.000427181	0.00397348	0.00170348	0.0381954	0.000802683	0.00636059	0.0153236	0.0270709	0.0183781	0.00384061	0.000351795	0.00255091	0.00366225	0.00354984	0.0109343	0.0082125	0.0165797	0.00206729	0.0289543	0.0157953	0.00383509	0.0115628	0.00168601	0.00371263	0.0119901	0.00843116	0.00465736	0.00651678	0.00173791	0.0223644	0.0370133	0.00541366	0.0141462	0.0151404	0.00131814	0.0100411	8.83914e-05	0.00193449	0.00132206	0.00257174	0.00317994	0.00142699	0.00162616	0.00319046	0.81225	0.18775	0.9897247
36	-2108.226	-2262.052	153.8264	0.106335	0.00948523	0.024901	0.0348259	0.0584078	0.0266758	0.0549031	0.000617863	0.00578389	0.0352997	0.0408798	0.0437139	0.0273717	0.00368248	0.0407782	0.0555342	0.0644011	0.0143124	0.00148608	0.00892676	0.137882	0.0227609	0.009786	0.00239113	0.00193323	0.00419668	0.00130218	0.00776435	0.00415816	0.000222263	0.00632631	0.00175926	0.000810087	0.0159266	0.0115019	0.00713499	0.00543735	0.0057468	0.00750673	0.00794502	0.0144516	0.0105351	0.0020266	0.0179071	0.0363775	0.0145914	0.0606329	0.00105868	0.00199647	0.0127451	0.0436775	0.043864	0.0498552	0.00254265	0.0159268	0.00458833	0.00486293	0.000785774	0.00102884	0.0331428	0.0310478	0.0127733	0.00354106	0.0153655	0.0159358	0.00768916	0.0071124	0.015231	0.0377295	0.000295577	0.00386456	0.0012595	0.00995067	0.00122931	0.00152866	0.030371	0.050254	0.0122198	0.0793811	0.0584871	0.00835819	0.0669063	0.00975709	0.00874711	0.00123814	0.00106239	0.0130178	0.0146842	0.00424038	0.0286199	0.0472729	0.4213713	1.578629	0.112881	0.345113	0.71755	1.39363	2.8976	8.85888	1.577317	3.746408	0.056185	0.0050118	0.0131571	0.0184013	0.0308614	0.0140949	0.0290096	0.000326465	0.00305608	0.0186516	0.0216	0.0230975	0.0144626	0.00194575	0.0215463	0.0293431	0.0340282	0.00756234	0.000785211	0.00471671	0.0728539	0.0120264	0.00517071	0.00126342	0.00102148	0.00221744	0.000688042	0.00410252	0.00219708	0.000117439	0.00334269	0.000929558	0.000428033	0.00841528	0.00607735	0.00376998	0.00287298	0.00303649	0.0039664	0.00419798	0.00763593	0.00556654	0.00107081	0.00946174	0.0192211	0.00770978	0.0320371	0.000559383	0.00105489	0.00673423	0.0230782	0.0231768	0.0263424	0.00134348	0.0084154	0.00242437	0.00256947	0.000415186	0.000543618	0.017512	0.016405	0.00674915	0.00187102	0.00811878	0.00842016	0.00406279	0.00375804	0.00804774	0.0199354	0.000156176	0.00204195	0.000665494	0.00525772	0.000649542	0.000807713	0.0160474	0.0265531	0.00645669	0.0419433	0.0309033	0.00441629	0.0353519	0.00515544	0.00462179	0.000654208	0.000561343	0.00687834	0.0077588	0.00224053	0.0151221	0.024978	0.789314	0.210686	1.892582
72	-2107.851	-2259.408	151.5569	0.257241	0.0547616	0.0599365	0.0221883	0.0597545	0.0987655	0.0577832	0.00277792	0.0137105	0.0764127	0.0499532	0.152586	0.0693179	0.0559991	0.0840817	0.112817	0.0701414	0.048094	0.00215665	0.0175989	0.152828	0.0425956	0.00263869	0.0250677	0.00183518	0.00913176	0.00404366	0.00661716	0.00193947	0.00405635	0.0016125	0.000695959	0.00062561	0.0332156	0.0185231	0.018838	0.0149287	0.0215772	0.0125778	0.0201153	0.0154713	0.0132628	0.0143345	0.0684516	0.0262102	0.0239775	0.108036	0.00222902	0.00936946	0.0492224	0.04813	0.0240256	0.0183899	0.00902656	0.041246	0.00148958	0.0639813	0.0366928	0.143433	0.0129604	0.0153236	0.0709225	0.0304758	0.0629551	0.0017385	0.0100066	0.126881	0.00437397	0.0167129	0.0298465	0.00605508	0.0261379	0.000741153	0.0275535	0.000460129	0.0197062	0.095254	0.0374501	0.195349	0.114142	0.00562134	0.0157027	0.11507	0.0592726	0.00896523	0.0262811	0.00371253	0.032378	0.00441349	0.0210264	0.00986556	0.4910834	1.508917	0.193128	0.448441	0.778643	1.28429	2.22995	5.17791	1.189016	3.072628	0.0698288	0.0148652	0.01627	0.00602308	0.0162206	0.0268102	0.0156854	0.000754074	0.00372177	0.0207425	0.01356	0.0414201	0.0188166	0.0152011	0.0228242	0.0306246	0.0190401	0.0130553	0.000585429	0.00477729	0.0414857	0.0115627	0.000716281	0.00680471	0.000498167	0.00247885	0.00109766	0.00179625	0.000526476	0.00110111	0.000437717	0.00018892	0.000169824	0.00901649	0.00502816	0.00511363	0.00405246	0.0058572	0.00341427	0.00546037	0.00419973	0.00360022	0.00389115	0.0185814	0.00711483	0.00650877	0.0293268	0.000605074	0.00254337	0.0133616	0.0130651	0.00652183	0.00499199	0.00245029	0.0111964	0.000404351	0.0173679	0.00996037	0.0389353	0.00351815	0.00415964	0.0192521	0.00827276	0.0170894	0.000471921	0.00271633	0.0344422	0.00118733	0.00453677	0.00810192	0.00164367	0.00709521	0.000201188	0.0074795	0.000124904	0.00534932	0.025857	0.010166	0.0530281	0.0309843	0.00152593	0.00426256	0.031236	0.0160897	0.00243364	0.00713409	0.00100778	0.00878912	0.00119806	0.00570768	0.00267804	0.754458	0.245542	3.683877
108	-2114.946	-2267.855	152.9094	0.0814709	0.0133494	0.0180987	0.0342118	0.0547673	0.0544385	0.0840124	0.000138507	0.0115744	0.0339077	0.0245675	0.0512715	0.0118838	0.0296969	0.0323945	0.077032	0.102928	0.0300375	0.000428933	0.0392168	0.0661986	0.0320862	0.000279699	0.00569182	0.00674742	0.00225379	0.00188706	0.00392972	0.00302292	0.00194357	0.00145313	0.00284756	0.00334547	0.0179997	0.0163148	0.0190011	0.0106828	0.00267103	0.00869316	0.0166841	0.0159205	0.00174129	0.0051402	0.00841952	0.00541993	0.01417	0.0763573	0.012226	0.0174822	0.0223933	0.0511006	0.0504534	0.025564	0.00107569	0.0278202	0.000243712	0.00429261	0.0316679	0.00166519	0.0505086	0.0177617	0.0144533	0.00169265	0.0225268	0.000470879	0.00192128	0.0352153	0.00312502	0.0352194	0.00989134	0.00127605	0.00146472	0.0334576	0.00568608	0.013444	0.0166855	0.0285584	0.00354141	0.106227	0.0258316	0.00724245	0.098457	0.0138956	0.00787449	0.0152158	0.000310858	0.0663979	0.00548205	0.00440589	0.0249926	0.102832	0.3032579	1.696742	0.118775	0.353786	0.723128	1.38288	2.82657	8.41931	1.540519	5.595047	0.0377463	0.00618493	0.00838534	0.0158507	0.0253743	0.0252219	0.0389238	6.4172e-05	0.00536255	0.0157098	0.0113824	0.0237546	0.00550587	0.0137589	0.0150087	0.0356897	0.0476877	0.0139167	0.000198729	0.0181695	0.0306705	0.0148659	0.000129587	0.00263708	0.00312615	0.0010442	0.000874296	0.00182068	0.00140055	0.000900476	0.000673252	0.0013193	0.00154999	0.00833944	0.0075588	0.00880341	0.00494947	0.00123752	0.00402763	0.00772991	0.00737613	0.000806756	0.00238151	0.00390085	0.00251111	0.00656513	0.0353771	0.00566442	0.00809967	0.010375	0.0236754	0.0233756	0.0118441	0.000498379	0.0128894	0.000112914	0.00198881	0.0146721	0.0007715	0.0234012	0.00822918	0.00669635	0.000784223	0.0104369	0.000218163	0.000890147	0.0163156	0.00144786	0.0163175	0.00458276	0.000591209	0.000678619	0.0155013	0.00263442	0.00622874	0.00773057	0.0132314	0.00164077	0.0492163	0.0119681	0.0033555	0.0456162	0.00643797	0.00364833	0.00704964	0.000144024	0.0307628	0.00253989	0.0020413	0.0115794	0.0476429	0.848371	0.151629	2.15838
144	-2113.703	-2264.776	151.0725	0.332693	0.0106495	0.0265259	0.0212525	0.0907575	0.104165	0.0712857	0.0105282	0.00712862	0.0926268	0.0197129	0.144298	0.0240035	0.0888392	0.0523706	0.082556	0.256381	0.0279771	0.000146106	0.0388316	0.0861215	0.0402535	0.00810588	0.0357064	0.00115185	0.0111825	0.00188985	0.00452618	0.00165976	0.0124451	0.0133627	0.00721116	0.00241087	0.0266226	0.00891351	0.0164714	0.0174407	0.00747166	0.0153341	0.0173914	0.0174701	0.00159455	0.020747	0.0411276	0.0470295	0.0176791	0.119877	0.00791822	0.00137791	0.0260356	0.0392798	0.00369505	0.00499383	0.0118027	0.0355249	0.0866483	0.0262914	0.107574	0.163998	0.0380984	0.100358	0.0159768	0.00955838	0.0020118	0.0120914	0.0232441	0.00697113	0.0136852	0.0158636	0.0567497	0.0111546	0.0429324	0.01505	0.00570043	0.00662924	0.0326623	0.0238748	0.0181111	0.154825	0.0850919	0.00544655	0.00995383	0.0467161	0.0493636	0.00914694	0.0350064	0.0124832	0.0243251	0.00275546	0.0421771	0.00306988	0.3249677	1.675032	0.188144	0.442759	0.775552	1.2894	2.25857	5.31507	1.20792	5.154458	0.0937123	0.00299973	0.00747178	0.00598638	0.0255644	0.029341	0.0200796	0.00296558	0.00200798	0.0260909	0.0055527	0.0406456	0.00676126	0.0250241	0.0147517	0.0232542	0.072217	0.00788054	4.1155e-05	0.010938	0.0242586	0.0113385	0.00228325	0.0100577	0.000324451	0.00314987	0.000532329	0.00127493	0.000467519	0.00350551	0.00376397	0.00203123	0.00067909	0.00749902	0.00251074	0.00463964	0.00491265	0.00210461	0.00431928	0.00489877	0.00492093	0.000449151	0.00584399	0.0115847	0.0132472	0.00497982	0.0337668	0.00223039	0.000388128	0.00733365	0.0110643	0.00104081	0.00140665	0.00332456	0.0100066	0.024407	0.00740571	0.0303013	0.0461945	0.0107315	0.0282687	0.00450033	0.00269239	0.00056668	0.00340588	0.00654736	0.00196361	0.00385481	0.00446843	0.0159852	0.00314201	0.0120931	0.00423927	0.00160569	0.00186731	0.00920027	0.006725	0.0051015	0.0436108	0.0239685	0.00153418	0.00280378	0.0131589	0.0139047	0.00257649	0.00986054	0.00351625	0.00685186	0.000776154	0.0118804	0.00086472	0.837516	0.162484	3.55015
180	-2086.967	-2239.107	152.1401	0.260042	0.0195756	0.0168806	0.0320723	0.0518687	0.117989	0.05764	0.00842795	0.00235793	0.0441934	0.0123496	0.0694676	0.0258305	0.0684222	0.0380768	0.0642783	0.136608	0.0039556	0.00138689	0.0237783	0.132967	0.0305353	0.000404481	0.00341693	0.000800092	0.00900471	0.00299861	0.00102923	0.00525142	0.000752895	0.00179041	0.00222225	0.00137996	0.0307474	0.00572068	0.0169595	0.0140327	0.00530433	0.00662399	0.00929078	0.0232123	0.00256428	0.0220457	0.0254888	0.0316852	0.0178214	0.0836408	0.00479863	0.000423297	0.0526861	0.0539951	0.00970489	0.00479664	0.000911337	0.0154196	0.0501691	0.0110876	0.152592	0.0779239	0.0282152	0.0541939	0.00068737	0.0386076	0.00114284	0.00281176	0.00104149	0.00964452	0.00481381	0.00111954	0.0490844	0.00161917	0.0421501	0.00359518	0.0136459	0.00650764	0.0294565	0.0230371	0.00157596	0.133981	0.036461	0.0114395	0.00103648	0.0766114	0.0602679	0.00797399	0.0254238	0.00709599	0.0366368	0.0074904	0.0150056	0.000242712	0.3016809	1.698319	0.139284	0.382365	0.740868	1.34977	2.6153	7.17957	1.425342	5.629522	0.095956	0.00722343	0.00622896	0.0118347	0.0191396	0.0435382	0.0212692	0.00310993	0.00087008	0.0163074	0.00455702	0.0256336	0.00953149	0.0252479	0.0140504	0.0237188	0.0504085	0.00145962	0.000511763	0.00877422	0.049065	0.0112676	0.000149254	0.00126085	0.000295235	0.00332275	0.00110649	0.000379786	0.00193778	0.000277819	0.000660665	0.000820014	0.000509206	0.0113458	0.00211094	0.00625807	0.00517807	0.0019573	0.00244426	0.00342831	0.00856536	0.000946221	0.0081349	0.00940539	0.0116919	0.00657612	0.0308636	0.0017707	0.000156197	0.0194412	0.0199243	0.00358112	0.00176997	0.000336284	0.00568985	0.0185125	0.00409135	0.0563067	0.028754	0.0104115	0.0199976	0.000253641	0.0142463	0.00042171	0.00103754	0.000384312	0.00355884	0.0017763	0.000413113	0.0181122	0.000597477	0.0155535	0.00132663	0.00503537	0.00240133	0.0108695	0.00850071	0.000581531	0.049439	0.0134542	0.00422121	0.000382461	0.0282697	0.0222389	0.00294241	0.00938141	0.00261843	0.013519	0.00276397	0.00553709	8.9561e-05	0.84916	0.15084	2.710017
216	-2107.267	-2259.263	151.9952	0.196527	0.0151284	0.0277964	0.0846109	0.0724622	0.0931054	0.0963085	0.00463688	0.00177908	0.0334884	0.0169263	0.0620454	0.046712	0.0768335	0.026447	0.0704922	0.0920159	0.0310174	0.000524751	0.0129342	0.228841	0.0610845	0.000171263	0.013939	0.00227341	0.00607589	0.0028264	0.00143844	0.0146783	0.00126675	0.00221255	0.00428198	0.00768737	0.030781	0.0148163	0.0112687	0.00866714	0.00793508	0.014004	0.0159472	0.0268729	0.00676276	0.00882692	0.0175181	0.051078	0.0110766	0.0796834	0.0133595	0.00513052	0.0525495	0.0215281	0.0106903	0.00428884	0.00197674	0.0193979	0.0415924	0.0171015	0.0404887	0.114303	0.0364447	0.0290371	0.0879982	0.0248055	0.00197426	0.00403524	0.000663525	0.0519783	0.00890945	0.00412527	0.0984161	0.00587622	0.053075	0.00162353	0.00350025	0.00866653	0.0165713	0.0241177	0.019677	0.0931855	0.0453494	0.00164796	0.010218	0.0173916	0.0256268	0.00739116	0.0343782	0.0126248	0.0191551	0.00154901	0.0162117	0.0034097	0.3150214	1.684979	0.134	0.375221	0.736521	1.35773	2.6651	7.46268	1.453307	5.348774	0.0695461	0.00535358	0.0098365	0.0299418	0.0256426	0.0329478	0.0340813	0.00164088	0.000629572	0.0118508	0.0059898	0.0219564	0.0165303	0.0271895	0.00935896	0.0249455	0.0325622	0.0109763	0.000185697	0.0045771	0.0809813	0.0216164	6.0606e-05	0.00493268	0.000804505	0.00215011	0.0010002	0.000509029	0.0051943	0.000448274	0.000782968	0.00151529	0.00272038	0.0108927	0.00524314	0.00398773	0.0030671	0.00280804	0.00495567	0.00564334	0.00950967	0.00239318	0.00312364	0.00619923	0.0180753	0.00391974	0.0281981	0.0047276	0.00181557	0.018596	0.00761828	0.00378305	0.00151772	0.00069952	0.00686444	0.0147186	0.00605182	0.014328	0.0404493	0.0128969	0.0102755	0.0311405	0.00877807	0.000698644	0.00142798	0.000234806	0.0183939	0.00315284	0.00145983	0.0348271	0.00207945	0.018782	0.000574528	0.00123865	0.00306688	0.0058642	0.00853467	0.00696322	0.0329761	0.0160481	0.000583173	0.0036159	0.00615446	0.00906871	0.00261556	0.0121656	0.0044676	0.00677853	0.000548157	0.00573692	0.00120661	0.842489	0.157511	2.825848
252	-2100.754	-2251.245	150.4909	0.365467	0.0537372	0.034043	0.108274	0.0505991	0.102552	0.130102	0.00736117	0.00504117	0.0774434	0.0675321	0.144642	0.0483776	0.0325765	0.14193	0.098042	0.129485	0.0246683	0.0013394	0.0171334	0.125823	0.0623492	0.000752953	0.0135423	0.00734085	0.00797953	0.00219944	0.0207366	0.00316229	0.00639567	0.00238325	0.0195985	0.00880805	0.0445813	0.0264627	0.0218275	0.0223206	0.0133616	0.0194567	0.0364594	0.0344994	0.0125083	0.0300298	0.0238781	0.0510975	0.0430811	0.143632	0.00528089	0.00558703	0.0825187	0.0459586	0.0153383	0.00439289	0.00186251	0.0282924	0.0620383	0.0355772	0.0740859	0.0737059	0.0347069	0.04187	0.124846	0.0194492	0.0103036	0.00594488	0.00109775	0.156891	0.0127358	0.00709482	0.0170411	0.00297194	0.00631763	0.00634345	0.00289457	0.00441601	0.0134185	0.030659	0.125184	0.141973	0.120939	0.0137639	0.0110644	0.0213661	0.0929601	0.00333512	0.0153978	0.00749037	0.037225	0.000267668	0.033367	0.00330559	0.3522467	1.647753	0.208269	0.465256	0.787637	1.26962	2.14935	4.80147	1.134439	4.677839	0.0912323	0.0134145	0.00849824	0.0270286	0.0126312	0.0256004	0.0324776	0.00183759	0.00125844	0.0193324	0.0168582	0.0361072	0.0120766	0.00813215	0.0354303	0.0244744	0.0323236	0.006158	0.000334356	0.00427705	0.0314095	0.0155644	0.000187961	0.00338059	0.00183251	0.00199195	0.000549052	0.00517653	0.000789409	0.00159656	0.000594936	0.00489242	0.00219877	0.0111289	0.00660594	0.00544885	0.00557195	0.00333548	0.00485703	0.00910145	0.00861218	0.00312248	0.00749642	0.00596075	0.0127556	0.0107544	0.0358551	0.00131828	0.0013947	0.0205993	0.0114727	0.00382893	0.00109661	0.000464942	0.00706271	0.0154868	0.00888121	0.0184942	0.0183994	0.00866397	0.0104521	0.0311656	0.00485514	0.00257211	0.00148403	0.000274034	0.039165	0.00317928	0.0017711	0.004254	0.000741892	0.00157708	0.00158353	0.000722578	0.00110238	0.00334968	0.00765347	0.03125	0.0354411	0.0301902	0.00343592	0.00276203	0.00533367	0.0232058	0.000832554	0.00384379	0.00186984	0.00929256	6.68186e-05	0.00832948	0.000825181	0.823877	0.176123	4.005892
288	-2096.582	-2248.67	152.0884	0.159313	0.0243284	0.012229	0.0391959	0.135446	0.115614	0.11247	0.00356771	0.01052	0.0770048	0.0381781	0.0776409	0.0338915	0.0660821	0.0496686	0.0863739	0.115847	0.033115	0.00790552	0.0410786	0.109089	0.0279829	0.00202598	0.0135037	0.0102505	0.00132904	0.00137398	0.00640073	0.00252847	0.00188787	0.000984116	0.00411027	0.00330602	0.0307324	0.037588	0.0138969	0.016737	0.00620367	0.00965041	0.0275463	0.0235583	0.0112505	0.00597295	0.0375574	0.0212202	0.00766143	0.135013	0.00553957	0.000537003	0.0490778	0.0276059	0.0166734	0.0040584	0.00173324	0.0109454	0.0716326	0.0272631	0.0654063	0.0652993	0.0148403	0.0070514	0.0390178	0.028598	0.0256062	0.00579671	0.0136658	0.0532489	0.00910363	0.00778612	0.0397282	0.00952498	0.00120062	0.00127237	0.0450202	0.000187422	0.0360502	0.00371704	0.0239417	0.172291	0.030736	0.0125244	0.00188595	0.0492654	0.0151613	0.000713714	0.0431421	0.0159204	0.027099	0.00107549	0.0290888	0.00424789	0.3438994	1.656101	0.155201	0.403085	0.753167	1.32773	2.48087	6.44327	1.347104	4.815655	0.0545011	0.00832276	0.00418356	0.0134089	0.0463364	0.0395518	0.038476	0.00122052	0.00359892	0.0263434	0.0130608	0.026561	0.0115943	0.0226067	0.0169917	0.0295486	0.0396313	0.0113287	0.00270449	0.014053	0.0373196	0.00957297	0.000693089	0.00461962	0.00350671	0.000454665	0.00047004	0.0021897	0.000864994	0.000645844	0.000336667	0.00140613	0.00113099	0.0105136	0.0128589	0.00475415	0.00572576	0.00212228	0.00330142	0.00942361	0.00805933	0.00384882	0.00204335	0.0128484	0.00725946	0.00262098	0.0461881	0.00189509	0.000183709	0.0167896	0.00944401	0.00570398	0.00138838	0.000592942	0.00374444	0.0245056	0.00932674	0.0223756	0.022339	0.00507689	0.00241229	0.013348	0.00978339	0.00875991	0.00198306	0.00467507	0.0182165	0.00311436	0.00266364	0.013591	0.00325851	0.000410734	0.00043528	0.0154014	6.41172e-05	0.0123328	0.0012716	0.00819047	0.0589409	0.0105148	0.00428461	0.000645184	0.0168538	0.00518669	0.000244162	0.014759	0.00544638	0.00927061	0.000367928	0.00995132	0.00145321	0.82805	0.17195	2.923113
324	-2082.399	-2236.003	153.6033	0.128921	0.00854401	0.020538	0.00767965	0.0405892	0.0657142	0.0242113	0.00226154	0.00316429	0.0377666	0.0196919	0.0228003	0.0254827	0.0271384	0.0172857	0.0538276	0.0341128	0.014353	0.0010913	0.0206641	0.0872677	0.00943179	1.5893e-05	0.00471228	0.000962347	0.00252726	0.000545519	0.00350015	0.00141157	0.000319981	0.000587376	0.00089909	0.000897492	0.0195544	0.00469811	0.0101034	0.00592717	0.00513167	0.00244521	0.00703377	0.0127663	0.00331993	0.00923728	0.0197468	0.0144002	0.0116201	0.0529676	0.00502249	0.0109402	0.00712354	0.00444058	0.0354686	0.010934	0.00479628	0.0126222	0.00120577	0.00171836	0.0626195	0.00184241	0.0093203	0.036009	0.00167851	0.000124746	0.00632248	0.00768184	0.00443453	0.0104829	0.0101091	0.0460977	0.00155557	0.000571862	0.0024043	0.00126614	0.0100313	0.00655745	0.0190471	0.0298127	0.00154886	0.0671731	0.0138629	0.0138482	0.0414506	0.00624193	0.00954044	0.00186114	0.0046557	0.0453229	0.0153123	0.00123574	0.0102804	0.0381115	0.2911092	1.708891	0.0914249	0.311393	0.694899	1.43906	3.21138	10.9379	1.729752	5.870274	0.0859157	0.0056939	0.0136869	0.00511787	0.0270494	0.0437932	0.0161349	0.00150713	0.00210875	0.0251684	0.013123	0.0151946	0.0169821	0.0180855	0.0115195	0.0358718	0.0227334	0.00956513	0.000727263	0.013771	0.0581569	0.00628553	1.05914e-05	0.00314036	0.000641327	0.00168421	0.000363545	0.00233257	0.000940701	0.000213242	0.000391439	0.000599171	0.000598107	0.0130314	0.00313092	0.00673308	0.00394999	0.00341985	0.00162953	0.00468745	0.00850774	0.00221247	0.00615591	0.0131597	0.0095966	0.00774384	0.0352987	0.00334709	0.00729076	0.00474727	0.00295929	0.023637	0.00728665	0.00319634	0.00841169	0.000803546	0.00114515	0.0417309	0.00122782	0.00621123	0.0239971	0.00111859	8.31335e-05	0.00421343	0.00511933	0.00295526	0.006986	0.00673693	0.0307205	0.00103667	0.0003811	0.00160227	0.000843779	0.00668504	0.00437001	0.0126934	0.0198678	0.00103219	0.0447655	0.00923853	0.00922871	0.0276235	0.00415975	0.00635794	0.0012403	0.00310265	0.0302041	0.0102044	0.00082352	0.00685104	0.0253983	0.854445	0.145555	1.500556
